trip_id,vehicle_type,fuel_type,road_type,time_of_day,weather,distance_km,avg_speed_kmph,traffic_level,ac_used,load_kg,engine_cc,tyre_pressure_ok,last_service_days,fuel_price_per_litre,driver_hours_today,idle_time_minutes,harsh_braking_count,rpm_avg,fuel_consumed_litres,trip_cost_inr,carbon_emission_kg,eco_score,trip_grade,fatigue_risk,ev_cost_per_trip,anomaly_flag
152,Car,Diesel,Highway,Afternoon,Clear,20.19,31.54,3,0,464.45,800,1,181,91.74,7.0,21.8,11,3195,6.445,591.26,17.273,48.8,D,71.6,24.23,0
153,Car,Petrol,Highway,Evening,Clear,42.89,58.73,1,1,194.28,1500,1,399,112.61,11.8,1.9,4,3440,6.675,751.67,15.419,72.7,B,91.0,51.47,0
154,Bike,CNG,City,Afternoon,Rain,49.55,61.77,2,1,416.45,2000,1,95,97.56,7.3,20.2,1,2921,0.1,9.76,0.196,68.1,C,54.1,59.46,0
155,SUV,Diesel,Highway,Morning,Clear,50.56,42.19,2,0,581.45,150,1,56,94.45,5.4,40.6,12,2819,16.893,1595.54,45.273,44.5,D,66.1,60.67,0
156,Car,Petrol,City,Night,Clear,52.13,89.48,3,0,81.9,1500,1,58,95.03,5.9,23.4,1,1950,3.339,317.31,7.713,77.8,B,65.5,62.56,0
157,Bike,Diesel,City,Night,Clear,23.27,63.68,4,0,438.82,1200,1,296,95.65,9.0,9.7,8,2045,0.776,74.22,2.08,47.5,D,96.6,27.92,0
158,Truck,Petrol,City,Afternoon,Rain,52.08,80.86,3,0,245.99,2500,1,160,95.75,4.7,41.3,2,3761,16.964,1624.3,39.187,58.1,C,33.6,62.5,0
159,Car,Petrol,City,Afternoon,Clear,48.69,61.97,2,0,135.0,1200,0,172,94.86,1.1,42.3,5,2408,7.691,729.57,17.766,56.8,C,18.5,58.43,0
160,Truck,Diesel,City,Afternoon,Clear,21.66,35.54,3,1,192.03,100,1,354,110.75,11.0,12.4,6,1280,6.973,772.26,18.688,55.1,C,91.1,25.99,0
161,Car,CNG,Highway,Morning,Clear,98.83,72.09,4,1,99.88,2500,1,68,95.23,6.0,7.8,14,2678,20.032,1907.65,39.263,45.5,D,76.6,118.6,0
162,Bike,Petrol,Highway,Morning,Fog,86.69,28.03,1,0,489.21,1500,1,173,111.27,6.5,4.1,12,3551,2.313,257.37,5.343,63.1,C,65.5,104.03,0
163,Bike,Petrol,Highway,Evening,Clear,88.87,59.91,4,1,232.48,150,0,356,114.17,4.7,34.7,3,1973,2.634,300.72,6.085,38.7,F,41.5,106.64,0
164,Bike,Petrol,City,Evening,Clear,68.87,43.01,1,0,562.57,800,1,382,95.53,11.1,32.2,13,1980,1.784,170.43,4.121,40.1,D,100.0,82.64,0
165,Car,Petrol,City,Night,Fog,16.83,21.04,2,0,579.83,2000,0,287,103.26,2.6,34.5,5,2912,5.208,537.78,12.03,45.6,D,53.5,20.2,0
166,Auto,Petrol,Mixed,Evening,Clear,57.24,43.95,5,1,579.45,800,1,51,100.32,5.0,7.3,6,2869,2.435,244.28,5.625,45.6,D,45.9,68.69,1
167,Car,Petrol,City,Morning,Rain,82.32,34.99,3,1,93.43,800,1,205,110.86,4.9,43.8,5,3960,29.19,3236.0,67.429,51.8,D,47.8,98.78,1
168,Car,Diesel,Mixed,Morning,Hot,4.83,17.76,5,1,207.83,1500,0,372,96.32,6.3,8.6,3,1901,0.401,38.62,1.075,42.0,D,57.6,5.8,0
169,Car,Petrol,City,Morning,Fog,50.09,79.67,4,0,186.23,2500,0,32,108.65,11.6,1.7,3,2577,6.629,720.24,15.313,68.8,C,88.7,60.11,0
170,Bike,Petrol,Highway,Morning,Clear,40.22,51.38,1,1,553.61,100,0,162,100.84,2.8,17.7,2,1827,1.382,139.36,3.192,56.7,C,21.3,48.26,0
171,Bike,Diesel,City,Night,Clear,22.0,38.13,4,1,51.89,2500,0,233,105.03,7.8,25.0,4,3878,2.585,271.5,6.928,51.8,D,80.8,26.4,1
172,Car,Diesel,Highway,Night,Clear,38.45,51.93,4,0,353.17,100,0,232,103.57,6.9,18.7,11,3379,14.898,1542.99,39.927,39.7,F,87.4,46.14,1
173,Bike,Petrol,Mixed,Morning,Hot,98.37,73.65,2,1,291.22,1200,1,110,89.68,3.5,21.8,10,1255,2.927,262.49,6.761,53.3,D,42.5,118.04,0
174,Car,Petrol,Mixed,Afternoon,Hot,72.6,9.59,4,0,585.76,1500,1,313,103.89,5.3,25.2,0,2408,23.278,2418.35,53.772,53.0,D,35.0,87.12,0
175,Bike,Diesel,Mixed,Evening,Clear,30.65,55.57,3,0,577.98,1200,0,213,110.34,5.4,9.5,6,3269,0.1,11.03,0.268,53.5,D,57.0,36.78,0
176,Car,Petrol,City,Night,Rain,60.93,49.69,2,0,254.4,800,1,69,95.79,3.2,37.9,8,2048,8.654,828.97,19.991,57.2,C,56.1,73.12,0
177,Bike,Petrol,Highway,Afternoon,Fog,25.42,85.7,5,1,264.82,2000,1,117,98.87,6.1,12.0,2,3922,0.647,63.97,1.495,54.7,D,47.1,30.5,0
178,Car,Diesel,City,Evening,Clear,61.47,56.37,4,0,230.72,1200,0,97,93.54,2.6,44.9,13,1445,20.072,1877.53,53.793,31.3,F,45.5,73.76,0
179,SUV,Petrol,Highway,Afternoon,Clear,89.72,19.95,5,0,473.5,2500,1,55,93.66,2.9,43.9,9,1718,29.034,2719.32,67.069,36.0,F,39.5,107.66,0
180,Car,Petrol,City,Morning,Clear,56.13,41.82,3,0,60.11,1200,0,259,96.29,10.3,14.0,10,1813,13.253,1276.13,30.614,57.0,C,97.6,67.36,0
181,Car,Petrol,Mixed,Evening,Clear,73.6,62.03,3,1,69.69,800,0,321,108.35,11.2,23.8,7,2307,23.775,2576.02,54.92,46.9,D,88.0,88.32,0
182,Car,Petrol,Mixed,Afternoon,Hot,45.88,12.0,3,1,422.82,100,0,392,100.99,5.0,41.7,4,2291,16.538,1670.17,38.203,32.4,F,39.1,55.06,0
183,SUV,Petrol,City,Night,Hot,52.89,84.96,5,0,10.01,1200,1,349,106.66,0.6,25.1,1,2649,16.879,1800.31,38.99,53.3,D,23.4,63.47,0
184,Auto,CNG,City,Night,Clear,69.81,13.9,5,0,402.62,100,1,381,113.26,10.7,35.2,12,3510,8.785,994.99,17.219,26.8,F,100.0,83.77,0
185,Car,Petrol,City,Night,Clear,81.43,10.66,1,1,77.22,150,0,146,107.72,9.6,21.0,14,3246,27.019,2910.49,62.414,49.2,D,100.0,97.72,0
186,Bike,Petrol,Highway,Evening,Clear,66.29,8.18,2,0,471.71,100,1,62,98.08,5.3,21.2,11,3456,0.557,54.63,1.287,60.8,C,65.0,79.55,0
187,Auto,Petrol,City,Morning,Fog,97.77,67.49,4,0,443.78,1000,1,187,101.79,7.6,16.7,0,3494,5.73,583.26,13.236,61.4,C,47.5,117.32,0
188,Bike,CNG,Mixed,Morning,Rain,82.16,47.67,2,1,109.36,1000,0,328,95.52,11.0,21.8,9,832,1.066,101.82,2.089,43.6,D,96.8,98.59,0
189,Bike,Petrol,Highway,Evening,Clear,77.94,16.95,3,1,454.16,800,1,132,89.78,11.9,2.6,12,1244,2.17,194.82,5.013,50.1,D,100.0,93.53,0
190,Car,Petrol,Highway,Evening,Rain,84.67,82.49,4,0,474.14,1000,1,399,105.98,5.9,43.6,14,3523,27.478,2912.12,63.474,25.8,F,64.4,101.6,0
191,Car,CNG,Highway,Morning,Clear,28.84,25.64,1,0,555.34,150,1,390,105.87,5.9,38.2,12,2480,9.168,970.62,17.969,44.1,D,66.6,34.61,0
192,Auto,Petrol,City,Night,Clear,43.77,36.39,2,0,434.67,2500,0,1,111.12,10.5,38.3,9,1892,3.002,333.58,6.935,54.7,D,100.0,52.52,0
193,SUV,Petrol,Mixed,Morning,Hot,56.88,23.46,3,0,520.56,2500,0,333,92.31,9.1,30.6,8,3998,18.599,1716.87,42.964,40.6,D,77.8,68.26,0
194,Bike,Petrol,Highway,Morning,Clear,46.78,88.63,4,0,382.49,2000,0,158,111.88,9.7,8.7,12,920,1.93,215.93,4.458,48.5,D,93.5,56.14,0
195,Car,Petrol,Mixed,Afternoon,Clear,84.9,73.95,4,0,375.31,2000,0,341,109.45,7.6,9.6,4,1484,22.667,2480.9,52.361,50.1,D,57.9,101.88,0
196,Car,Petrol,Highway,Night,Clear,3.68,70.98,3,1,405.21,100,0,39,90.9,4.7,4.0,3,2147,0.154,14.0,0.356,59.4,C,61.1,4.42,0
197,Truck,Diesel,Highway,Evening,Clear,21.71,11.83,5,0,243.81,2500,1,126,114.52,2.7,35.2,0,2713,6.944,795.23,18.61,54.9,D,22.5,26.05,0
198,Auto,Petrol,City,Morning,Rain,88.29,53.48,2,0,137.14,2000,1,186,89.05,11.5,40.4,10,3548,6.464,575.62,14.932,58.1,C,98.0,105.95,0
199,Auto,Diesel,Highway,Night,Rain,6.85,58.06,4,1,247.99,100,0,222,109.46,2.2,27.7,9,3240,1.72,188.27,4.61,33.5,F,56.2,8.22,0
200,Truck,Petrol,Mixed,Evening,Hot,23.47,41.28,5,1,356.03,1500,1,338,99.57,5.6,38.2,0,2426,6.948,691.81,16.05,35.5,F,34.8,28.16,0
201,Bike,Petrol,Mixed,Afternoon,Clear,35.77,35.99,1,0,414.0,1200,0,389,111.37,6.0,40.8,8,1498,0.645,71.83,1.49,44.9,D,58.4,42.92,0
202,Car,Petrol,Mixed,Afternoon,Clear,75.32,82.12,4,0,274.02,1200,1,295,107.66,10.7,6.6,11,1603,13.774,1482.91,31.818,46.6,D,97.0,90.38,1
203,Car,CNG,City,Night,Clear,56.46,10.0,4,1,198.07,1200,0,254,89.64,8.7,17.4,9,2337,18.819,1686.94,36.885,35.4,F,97.8,67.75,0
204,Auto,Petrol,Mixed,Morning,Fog,95.51,62.41,1,0,148.13,100,0,170,94.48,3.3,6.2,2,938,4.871,460.21,11.252,80.7,B,26.0,114.61,0
205,Bike,Diesel,Mixed,Evening,Clear,23.56,42.3,1,1,109.92,2500,1,365,113.72,2.8,17.8,5,3861,1.874,213.11,5.022,65.1,C,34.5,28.27,0
206,Car,Petrol,City,Night,Fog,87.34,65.94,4,0,285.82,100,0,11,91.97,11.4,21.1,3,1750,14.466,1330.44,33.416,59.5,C,98.1,104.81,0
207,Car,Petrol,Mixed,Afternoon,Clear,29.01,25.22,3,1,423.83,1500,0,345,89.85,1.0,32.0,8,2876,9.561,859.06,22.086,29.9,F,27.7,34.81,0
208,Bike,Petrol,City,Evening,Clear,25.3,28.76,1,1,497.91,1200,1,259,92.17,10.8,30.1,2,1553,0.263,24.24,0.608,59.6,C,75.7,30.36,0
209,Car,Petrol,Highway,Evening,Clear,50.34,59.06,5,1,207.19,1500,0,114,107.45,3.0,44.5,11,3694,17.256,1854.16,39.861,26.1,F,48.1,60.41,0
210,Car,Petrol,City,Morning,Hot,8.05,93.25,1,0,366.7,2000,1,314,89.07,1.5,10.2,10,2438,1.291,114.99,2.982,57.4,C,33.5,9.66,0
211,Bike,Petrol,Mixed,Afternoon,Clear,39.05,92.8,4,1,286.62,100,0,48,99.69,3.8,7.0,13,3362,1.462,145.75,3.377,45.3,D,53.8,46.86,0
212,Bike,Diesel,City,Afternoon,Clear,36.21,29.66,4,0,579.76,2000,0,260,90.47,6.9,32.7,13,3121,3.105,280.91,8.321,24.4,F,77.9,43.45,1
213,Bike,Petrol,City,Afternoon,Clear,16.85,16.9,2,0,529.44,150,1,380,106.55,10.4,31.6,8,908,0.1,10.66,0.231,44.2,D,87.4,20.22,0
214,Car,Diesel,City,Evening,Clear,86.22,59.36,5,1,529.36,1200,0,349,94.83,8.3,6.1,11,1049,26.277,2491.85,70.422,22.7,F,81.7,103.46,1
215,Truck,Petrol,City,Afternoon,Clear,39.2,44.54,2,0,347.52,1000,0,365,106.49,9.4,36.8,12,1844,13.708,1459.76,31.665,33.1,F,89.4,47.04,0
216,Car,Petrol,Highway,Night,Clear,98.21,74.27,1,1,262.1,1200,1,358,92.73,11.0,15.4,6,3659,14.689,1362.11,33.932,65.6,C,100.0,117.85,0
217,Car,Diesel,City,Afternoon,Clear,90.07,53.93,2,1,391.11,1000,0,132,98.7,0.6,21.2,2,3009,15.987,1577.92,42.845,53.9,D,10.8,108.08,0
218,Truck,Petrol,Highway,Evening,Clear,20.29,52.42,4,1,95.79,2500,1,260,112.99,8.0,30.9,6,841,7.675,867.2,17.729,41.5,D,69.8,24.35,0
219,Bike,Petrol,Mixed,Afternoon,Clear,51.01,64.24,3,1,529.78,800,1,199,98.37,4.9,27.3,13,866,1.642,161.52,3.793,33.0,F,59.1,61.21,0
220,Auto,Diesel,Mixed,Afternoon,Clear,60.58,19.0,1,0,162.74,2000,1,245,91.08,7.5,30.0,13,855,3.509,319.6,9.404,53.7,D,78.8,72.7,0
221,Bike,CNG,Mixed,Evening,Rain,82.08,66.91,4,0,496.14,2500,1,54,97.99,1.1,5.2,0,3419,2.828,277.12,5.543,71.3,B,7.3,98.5,0
222,Bike,Petrol,City,Afternoon,Clear,88.68,50.5,1,0,179.1,2000,0,192,100.27,2.2,13.0,14,2777,2.942,294.99,6.796,62.1,C,41.5,106.42,0
223,Car,Petrol,City,Morning,Clear,62.78,79.35,2,1,313.21,1000,1,193,100.38,8.8,36.6,11,2850,14.355,1440.95,33.16,43.4,D,86.7,75.34,0
224,Car,CNG,Highway,Evening,Clear,4.48,20.07,2,0,463.37,1500,0,6,107.15,10.6,41.9,10,3719,0.1,10.72,0.196,48.6,D,98.1,5.38,0
225,Car,Petrol,City,Afternoon,Clear,48.65,34.16,1,0,236.24,150,1,14,91.37,6.2,18.6,0,2301,3.041,277.86,7.025,87.1,A,50.5,58.38,0
226,Car,Diesel,Mixed,Morning,Rain,88.6,90.67,1,1,214.8,100,1,77,100.46,2.7,43.3,2,2127,10.095,1014.14,27.055,62.6,C,20.7,106.32,0
227,SUV,Petrol,City,Night,Rain,71.69,56.12,2,1,532.72,2000,1,156,94.86,9.0,41.9,5,936,24.322,2307.18,56.184,45.6,D,96.2,86.03,0
228,Car,Petrol,Mixed,Evening,Rain,87.14,88.85,1,1,41.35,1500,0,113,100.0,1.1,38.3,10,2188,16.954,1695.4,39.164,54.4,D,28.8,104.57,0
229,Auto,Diesel,City,Afternoon,Clear,67.73,67.95,2,0,504.92,1500,0,1,92.67,8.9,33.8,5,3061,3.35,310.44,8.978,61.1,C,71.5,81.28,0
230,Bike,Petrol,Mixed,Evening,Clear,5.36,88.6,1,1,556.92,150,1,185,94.36,9.8,23.9,5,3948,0.13,12.27,0.3,57.1,C,81.2,6.43,0
231,Truck,Petrol,City,Morning,Clear,96.83,35.65,3,0,337.9,2500,1,326,102.93,1.2,9.6,12,3555,30.0,3087.9,69.3,52.2,D,32.6,116.2,1
232,Bike,Petrol,City,Evening,Clear,91.88,15.88,1,1,417.58,800,1,265,96.13,5.1,11.4,1,2809,2.219,213.31,5.126,66.3,C,37.4,110.26,0
233,Bike,Diesel,Highway,Night,Clear,13.53,77.8,1,1,516.87,1500,1,310,92.31,1.9,7.3,11,850,0.507,46.8,1.359,49.5,D,55.1,16.24,0
234,Bike,Diesel,City,Afternoon,Clear,12.16,77.99,4,0,261.32,150,0,89,104.73,9.9,38.2,13,1853,0.297,31.1,0.796,32.2,F,93.2,14.59,0
235,Car,Petrol,Highway,Night,Fog,54.37,61.84,3,0,527.27,2000,1,12,110.58,9.9,0.3,14,2962,10.779,1191.94,24.899,60.5,C,100.0,65.24,0
236,Truck,Petrol,Highway,Morning,Clear,75.95,58.42,2,0,223.36,2500,1,164,110.18,11.1,12.0,13,1749,25.771,2839.45,59.531,59.4,C,100.0,91.14,0
237,Car,Diesel,City,Evening,Hot,38.84,87.6,2,1,183.88,150,1,135,110.52,2.0,27.2,9,1249,4.697,519.11,12.588,51.4,D,34.4,46.61,0
238,Car,Diesel,Mixed,Afternoon,Clear,14.5,23.36,5,0,589.92,2000,1,251,88.47,8.8,44.4,12,3719,5.415,479.07,14.512,24.4,F,90.4,17.4,0
239,Bike,Diesel,City,Afternoon,Fog,51.55,61.64,3,0,18.69,2500,1,39,106.52,10.7,13.4,4,2508,2.704,288.03,7.247,81.2,B,80.2,61.86,1
240,Car,Petrol,Highway,Morning,Clear,34.42,12.33,3,1,191.74,800,0,348,114.97,5.6,9.5,11,3909,10.225,1175.57,23.62,39.1,F,68.7,41.3,0
241,SUV,Diesel,Highway,Morning,Hot,35.83,20.26,1,0,275.13,150,1,90,107.61,4.3,3.4,2,2837,6.927,745.41,18.564,82.9,B,34.4,43.0,0
242,SUV,Diesel,Highway,Evening,Clear,64.85,46.04,4,1,186.53,800,0,136,95.18,8.7,12.8,10,2136,22.137,2107.0,59.327,42.1,D,82.2,77.82,0
243,SUV,Petrol,City,Afternoon,Clear,88.68,79.45,2,1,169.3,100,1,124,103.23,5.2,37.2,0,2390,18.968,1958.07,43.816,65.5,C,38.8,106.42,0
244,Car,Petrol,City,Morning,Clear,56.3,71.78,2,1,222.41,2000,0,202,100.91,5.6,5.9,6,2992,8.863,894.37,20.474,60.0,C,48.5,67.56,0
245,Car,Petrol,Highway,Afternoon,Hot,69.07,92.74,4,0,238.84,1200,1,216,100.39,8.8,6.7,2,1956,7.969,800.01,18.408,69.2,C,63.2,82.88,0
246,SUV,Diesel,City,Evening,Hot,66.33,11.9,4,0,42.96,2500,0,86,107.51,5.7,6.4,5,1451,22.306,2398.12,59.78,66.1,C,49.1,79.6,0
247,Bike,Petrol,City,Night,Clear,55.56,41.18,3,1,465.15,100,0,393,91.43,10.0,5.2,14,3036,0.592,54.13,1.368,28.9,F,100.0,66.67,0
248,SUV,Diesel,Highway,Morning,Rain,31.77,21.81,4,0,100.95,2500,1,332,91.22,8.6,20.4,2,802,9.973,909.74,26.728,62.5,C,61.8,38.12,0
249,SUV,CNG,Highway,Evening,Clear,38.4,11.22,4,1,24.61,2000,0,232,101.67,11.4,37.2,0,1417,13.127,1334.62,25.729,45.0,D,75.7,46.08,0
250,Auto,Diesel,City,Night,Clear,32.25,31.0,1,1,354.23,100,1,183,114.3,6.7,20.7,1,3178,2.607,297.98,6.987,66.4,C,72.4,38.7,0
251,Car,CNG,City,Evening,Clear,91.83,29.27,3,1,401.16,100,0,173,89.66,8.1,24.5,14,2130,30.0,2689.8,58.8,29.3,F,81.4,110.2,0
252,Car,CNG,City,Morning,Hot,82.84,44.54,5,1,456.17,150,1,72,98.0,1.2,25.7,12,1073,26.667,2613.37,52.267,30.9,F,35.1,99.41,0
253,Auto,Petrol,City,Evening,Clear,58.36,20.19,5,0,52.67,2000,0,341,101.74,9.4,17.3,6,1589,5.078,516.64,11.73,42.3,D,74.2,70.03,0
254,Car,Diesel,City,Afternoon,Clear,91.31,50.51,2,1,103.03,2000,1,116,88.03,7.7,15.3,4,3235,10.807,951.34,28.963,71.9,B,59.9,109.57,0
255,Car,Petrol,City,Morning,Clear,88.75,88.05,4,0,109.39,100,0,118,95.96,6.0,28.5,5,1498,14.273,1369.64,32.971,51.4,D,51.5,106.5,0
256,Bike,CNG,Mixed,Afternoon,Clear,92.84,73.09,1,1,356.18,800,1,314,90.99,11.7,15.8,2,1590,2.66,242.03,5.214,57.8,C,92.8,111.41,0
257,SUV,Petrol,Highway,Evening,Clear,22.96,81.27,4,1,533.83,2500,1,316,107.05,5.0,5.3,8,1596,9.531,1020.29,22.017,43.2,D,51.6,27.55,1
258,Bike,CNG,City,Morning,Clear,72.03,78.01,2,1,423.86,800,0,264,99.85,2.1,38.8,13,2766,2.889,288.47,5.662,29.4,F,41.5,86.44,0
259,Bike,Diesel,City,Afternoon,Clear,61.31,41.9,4,1,188.82,1500,0,233,104.81,3.7,26.4,2,1275,2.839,297.56,7.609,45.8,D,29.5,73.57,0
260,Car,Diesel,Highway,Afternoon,Clear,73.65,69.68,5,1,511.9,2500,0,318,104.27,11.0,37.3,3,1876,23.964,2498.73,64.224,26.0,F,80.3,88.38,0
261,Bike,Petrol,City,Afternoon,Clear,27.07,73.62,3,1,401.88,1500,1,13,97.66,2.9,21.5,0,3686,1.336,130.47,3.086,65.3,C,22.3,32.48,0
262,SUV,Petrol,Mixed,Night,Clear,69.79,25.89,4,0,413.07,800,1,331,88.96,11.6,29.0,14,1162,23.425,2083.89,54.112,35.3,F,100.0,83.75,0
263,Car,Diesel,Mixed,Afternoon,Hot,41.57,82.84,5,0,574.42,2500,1,231,95.23,8.3,41.4,9,2261,16.061,1529.49,43.043,28.0,F,80.3,49.88,1
264,Bike,Petrol,Highway,Afternoon,Clear,83.58,47.82,5,0,570.22,1500,0,272,100.99,2.8,33.7,1,1583,2.172,219.35,5.017,42.0,D,18.2,100.3,0
265,Auto,Diesel,City,Evening,Fog,79.74,9.42,2,0,231.4,800,1,16,93.47,1.3,15.8,10,1480,6.428,600.83,17.227,71.3,B,33.1,95.69,1
266,Truck,Petrol,Mixed,Evening,Clear,21.92,63.97,3,0,381.5,1500,1,306,113.32,5.9,14.8,0,1159,8.853,1003.22,20.45,64.2,C,42.0,26.3,1
267,Bike,Diesel,Mixed,Evening,Clear,19.2,66.88,2,1,121.21,100,1,241,99.17,6.3,12.3,13,1882,0.1,9.92,0.268,50.4,D,67.7,23.04,0
268,Truck,Petrol,Highway,Evening,Clear,72.06,56.0,1,0,247.15,1000,1,332,97.51,4.5,21.4,13,1557,24.3,2369.49,56.133,56.0,C,58.4,86.47,0
269,Car,Diesel,Highway,Night,Rain,55.5,26.48,3,0,164.05,1500,1,112,90.9,1.0,41.4,11,1098,15.361,1396.31,41.167,47.5,D,46.6,66.6,0
270,Car,Diesel,City,Evening,Fog,56.16,49.96,1,1,220.42,1200,1,35,95.46,11.1,0.8,4,1239,7.454,711.56,19.977,80.0,B,89.3,67.39,1
271,Auto,Petrol,City,Evening,Clear,75.5,42.81,3,1,405.24,1000,0,317,103.62,7.4,34.2,0,952,4.616,478.31,10.663,46.4,D,51.5,90.6,1
272,Auto,Petrol,Highway,Evening,Clear,85.64,92.8,5,1,126.15,150,1,17,110.13,6.1,15.9,3,3352,3.407,375.21,7.87,59.2,C,46.3,102.77,0
273,Auto,Petrol,Mixed,Afternoon,Rain,24.66,79.75,1,1,108.2,2500,0,221,108.88,4.6,36.5,10,3551,1.66,180.74,3.835,52.3,D,50.5,29.59,0
274,SUV,Diesel,Highway,Night,Clear,56.0,74.29,3,0,227.6,2000,1,379,106.5,8.3,19.5,9,2756,17.82,1897.83,47.758,49.2,D,93.7,67.2,0
275,Bike,Petrol,Mixed,Evening,Rain,83.07,23.75,3,0,58.88,2000,1,54,113.18,6.6,32.5,12,3374,1.311,148.38,3.028,57.9,C,74.8,99.68,0
276,Bike,Diesel,City,Afternoon,Clear,87.41,36.8,1,0,488.34,100,0,361,94.56,10.3,37.7,9,3834,2.172,205.38,5.821,41.3,D,86.7,104.89,0
277,Truck,Petrol,City,Morning,Rain,29.45,41.03,3,0,575.1,1000,0,378,94.34,6.9,21.2,11,3775,10.678,1007.36,24.666,33.2,F,70.1,35.34,0
278,Bike,Petrol,Highway,Night,Clear,11.31,50.86,2,1,480.8,100,0,123,89.26,6.5,32.9,4,1753,1.206,107.65,2.786,49.0,D,74.3,13.57,0
279,Truck,Petrol,City,Evening,Clear,24.05,10.63,2,0,318.84,800,0,320,107.0,2.8,3.1,7,2560,8.43,902.01,19.473,57.9,C,32.3,28.86,0
280,Truck,Petrol,Highway,Afternoon,Rain,94.6,59.59,1,1,404.48,150,0,269,109.63,1.3,13.4,3,852,30.0,3288.9,69.3,56.4,C,11.1,113.52,1
281,Auto,Petrol,City,Morning,Clear,46.79,39.13,5,0,483.35,1000,1,265,95.01,2.9,14.5,1,1555,3.473,329.97,8.023,52.3,D,28.6,56.15,0
282,Car,CNG,Mixed,Morning,Clear,42.44,56.87,4,1,40.94,1200,1,379,109.35,2.4,21.4,6,1893,15.08,1649.0,29.557,44.6,D,27.8,50.93,0
283,Car,CNG,Mixed,Afternoon,Clear,2.3,8.78,1,1,250.87,800,1,260,107.14,8.8,29.1,8,1942,0.699,74.89,1.37,52.0,D,73.7,2.76,0
284,Car,Petrol,City,Afternoon,Clear,6.05,35.96,1,0,86.27,1500,1,232,102.61,3.4,21.2,9,3660,0.1,10.26,0.231,72.4,B,39.5,7.26,0
285,Bike,Diesel,City,Night,Clear,67.2,74.87,1,0,54.45,2000,0,348,102.94,8.3,37.9,10,3423,1.476,151.94,3.956,50.4,D,98.5,80.64,0
286,Car,Diesel,Highway,Afternoon,Hot,59.39,51.59,1,0,455.38,800,1,368,107.04,7.2,11.6,2,1050,8.506,910.48,22.796,72.2,B,53.9,71.27,0
287,Bike,Petrol,Mixed,Evening,Rain,57.98,76.63,2,1,514.84,1500,1,242,114.95,3.4,6.1,11,3189,2.391,274.85,5.523,50.9,D,41.6,69.58,0
288,Bike,Petrol,Highway,Morning,Clear,11.92,68.81,1,0,50.28,1500,0,350,96.62,7.5,16.7,13,2655,0.602,58.17,1.391,57.8,C,79.4,14.3,0
289,Car,Petrol,City,Evening,Fog,35.85,82.38,5,1,107.28,2500,1,164,89.96,8.5,10.9,10,3606,10.846,975.71,25.054,42.1,D,76.0,43.02,0
290,Bike,Petrol,City,Evening,Clear,81.42,8.65,4,0,132.49,150,1,160,106.89,0.7,26.7,14,1364,3.067,327.83,7.085,44.8,D,35.2,97.7,0
291,Car,CNG,City,Evening,Rain,18.32,30.74,4,0,514.17,1500,0,221,88.78,6.9,25.7,7,1349,5.776,512.79,11.321,41.6,D,63.5,21.98,0
292,Car,Diesel,City,Morning,Clear,88.39,55.75,5,1,548.14,800,0,102,112.16,9.4,33.2,13,2134,29.935,3357.51,80.226,16.9,F,90.9,106.07,0
293,Auto,Petrol,Mixed,Morning,Rain,13.03,89.87,1,0,458.99,2000,0,96,114.26,1.8,35.4,0,2517,0.1,11.43,0.231,70.9,B,22.4,15.64,0
294,Car,Petrol,Mixed,Morning,Rain,17.75,67.14,4,0,477.83,800,0,9,107.61,5.0,6.4,8,835,5.059,544.4,11.686,51.4,D,49.3,21.3,0
295,Car,Diesel,City,Afternoon,Rain,48.3,47.72,2,0,205.61,1500,1,185,97.26,3.9,15.5,12,1400,9.758,949.06,26.151,62.7,C,50.9,57.96,0
296,Bike,Diesel,City,Evening,Clear,94.58,19.32,4,0,244.99,1000,0,190,94.09,7.8,3.5,2,3803,2.047,192.6,5.486,62.3,C,63.3,113.5,0
297,Truck,Diesel,City,Night,Clear,33.63,50.91,5,0,168.29,800,0,162,90.98,9.3,30.6,6,893,11.573,1052.91,31.016,46.9,D,99.5,40.36,0
298,Car,Diesel,Mixed,Afternoon,Clear,66.16,46.37,4,1,575.03,2000,0,378,88.16,11.6,36.1,7,3173,22.232,1959.97,59.582,21.5,F,92.5,79.39,0
299,Bike,Petrol,Highway,Afternoon,Clear,59.28,75.72,5,1,436.59,150,1,48,99.62,6.2,43.3,14,1775,1.149,114.46,2.654,21.2,F,72.6,71.14,0
300,Car,Diesel,Highway,Night,Clear,15.81,43.96,1,0,204.81,1500,0,155,105.47,8.8,43.1,3,2554,2.848,300.38,7.633,65.2,C,90.6,18.97,0
301,Car,Diesel,City,Evening,Rain,25.57,35.74,4,0,81.41,100,0,54,98.16,6.5,28.4,1,3305,4.582,449.77,12.28,59.1,C,39.6,30.68,0
302,Bike,Petrol,Highway,Night,Fog,93.09,15.81,5,1,116.89,150,0,136,99.83,4.6,33.3,0,3062,2.443,243.88,5.643,45.4,D,51.0,111.71,0
303,Bike,Diesel,City,Morning,Clear,19.3,12.05,2,1,122.45,2000,0,172,106.5,2.9,9.4,4,3379,1.05,111.82,2.814,62.2,C,33.8,23.16,0
304,Bike,Petrol,City,Evening,Clear,69.81,46.2,2,1,368.89,150,1,121,99.04,10.7,26.2,7,3129,1.999,197.98,4.618,55.6,C,86.8,83.77,0
